Name,OID__c,Status__c,SDID__c,SD_Name__c
a,O-000605,Active,SD-000266,Matching
a,O-000606,Active,SD-000154,Expressive
a,O-000607,Active,SD-000520,Write (no visual)
A,O-000608,Active,SD-000520,Write (no visual)
A,O-000609,Active,SD-000138,Expressive
a,O-000610,Active,SD-000138,Expressive
a,O-000611,Active,SD-000382,Receptive
a,O-000612,Active,SD-000145,Expressive
a,O-000613,Active,SD-000392,Receptive
a,O-000614,Active,SD-000521,Write (with visual)
A,O-000615,Active,SD-000521,Write (with visual)
?,O-000616,Active,SD-000438,Single sound VI
?,O-000617,Active,SD-000438,Single sound VI
a words,O-000618,Active,SD-000518,Words - VI
Aa,O-000619,Active,SD-000270,Matching different cases
?b,O-000620,Active,SD-000484,VC - VI
?b,O-000621,Active,SD-000484,VC - VI
ABAB,O-000622,Active,SD-000430,Sequence
ABCABC,O-000623,Active,SD-000430,Sequence
?c/?k,O-000624,Active,SD-000484,VC - VI
?c/?k,O-000625,Active,SD-000484,VC - VI
across room,O-000626,Active,SD-000029,Between 2 people
Across room,O-000627,Active,SD-000228,Instruction
Across Room,O-000628,Active,SD-000003,2 items
Activity,O-000630,Active,SD-000501,Visual cue
?d,O-000631,Active,SD-000484,VC - VI
?d,O-000632,Active,SD-000484,VC - VI
ae,O-000633,Active,SD-000445,Sound paired w gesture
Aeroplane,O-000634,Active,SD-000210,Identical
Aeroplane,O-000635,Active,SD-000286,Non-Identical
Aeroplane,O-000636,Active,SD-000211,Identical
Aeroplane,O-000637,Active,SD-000287,Non-identical
Aeroplane,O-000638,Active,SD-000212,Identical
Aeroplane,O-000639,Active,SD-000288,Non-identical
Aeroplane,O-000640,Active,SD-000135,Expressive
Aeroplane,O-000641,Active,SD-000007,2D Receptive
Aeroplane,O-000642,Active,SD-000011,3D Receptive
Aeroplane,O-000643,Active,SD-000363,Receptive
Aeroplane,O-000644,Active,SD-000125,Expressive
Aeroplane,O-000645,Active,SD-000327,Pretend with item
?f,O-000646,Active,SD-000484,VC - VI
?f,O-000647,Active,SD-000484,VC - VI
After,O-000648,Active,SD-000126,Expressive
After,O-000649,Active,SD-000364,Receptive
?g,O-000650,Active,SD-000484,VC - VI
?g,O-000651,Active,SD-000484,VC - VI
Age,O-000652,Active,SD-000215,If/then
Age,O-000653,Active,SD-000339,Q/A
Age,O-000654,Active,SD-000411,Reciprocal
ah,O-000655,Active,SD-000424,Say (sound) th points
?h,O-000656,Active,SD-000484,VC - VI
ai,O-000657,Active,SD-000438,Single sound VI
air,O-000658,Active,SD-000424,Say (sound) th points
Airport,O-000659,Active,SD-000381,Receptive
Airport,O-000660,Active,SD-000168,Expressive Occupation Location
Airport,O-000661,Active,SD-000139,Expressive
Airport,O-000662,Active,SD-000400,Receptive Function
Airport,O-000663,Active,SD-000165,Expressive Function
Airport,O-000664,Active,SD-000117,Exposure
?j,O-000665,Active,SD-000484,VC - VI
?j,O-000666,Active,SD-000484,VC - VI
?l,O-000667,Active,SD-000484,VC - VI
?l,O-000668,Active,SD-000484,VC - VI
Aldi,O-000670,Active,SD-000381,Receptive
Aldi,O-000671,Active,SD-000139,Expressive
Aldi,O-000672,Active,SD-000165,Expressive Function
all,O-000673,Active,SD-000260,Matching
all,O-000674,Active,SD-000140,Expressive
all,O-000675,Active,SD-000266,Matching
all,O-000676,Active,SD-000154,Expressive
all,O-000677,Active,SD-000382,Receptive
all,O-000678,Active,SD-000392,Receptive
all of,O-000679,Active,SD-000384,Receptive
all of...but none...,O-000680,Active,SD-000384,Receptive
All teeth w/o paste,O-000681,Active,SD-000037,Brushing teeth
All teeth with paste,O-000682,Active,SD-000037,Brushing teeth
All/none,O-000683,Active,SD-000233,Instruction w condition
Allowed vs Not Allowed,O-000684,Active,SD-000340,Q/A
?m,O-000685,Active,SD-000484,VC - VI
?m,O-000686,Active,SD-000484,VC - VI
ambulance,O-000687,Active,SD-000266,Matching
ambulance,O-000688,Active,SD-000154,Expressive
ambulance,O-000689,Active,SD-000392,Receptive
?n,O-000690,Active,SD-000484,VC - VI
and,O-000695,Active,SD-000154,Expressive
and,O-000696,Active,SD-000382,Receptive
and,O-000697,Active,SD-000392,Receptive
Angry,O-000698,Active,SD-000207,How they feel
Angry,O-000699,Active,SD-000208,How to help
Angry,O-000700,Active,SD-000258,Matching
Angry,O-000701,Active,SD-000375,Receptive
Angry,O-000702,Active,SD-000236,Instructional gesture
Angry,O-000703,Active,SD-000334,Q/A
Angry,O-000704,Active,SD-000510,Why
Angry,O-000705,Active,SD-000133,Expressive
Angry,O-000706,Active,SD-000379,Receptive
Angry,O-000707,Active,SD-000067,Demonstration
Angry,O-000708,Active,SD-000074,Emotions Brainstorming
Angry,O-000709,Active,SD-000092,Exposure
Angry  person #4,O-000710,Active,SD-000133,Expressive
Angry (re-intro'd),O-000711,Active,SD-000133,Expressive
angry (red),O-000712,Active,SD-000525,Zones of regulation visual
Angry cartoon face,O-000713,Active,SD-000133,Expressive
Angry person #1,O-000714,Active,SD-000133,Expressive
Angry person #2,O-000715,Active,SD-000133,Expressive
Angry person #3,O-000716,Active,SD-000133,Expressive
Animal,O-000717,Active,SD-000033,Brainstorming
Animal,O-000718,Active,SD-000159,Expressive - What is
Animal,O-000719,Active,SD-000461,TH gives clues
Animal,O-000720,Active,SD-000255,Matching
Animal,O-000721,Active,SD-000444,Sorting
Animal,O-000722,Active,SD-000365,Receptive
Animal,O-000723,Active,SD-000158,Expressive - Tell me
Animal,O-000724,Active,SD-000157,Expressive - Intra-verbal
Animal,O-000725,Active,SD-000339,Q/A
Animals,O-000726,Active,SD-000023,Activity
Animals,O-000727,Active,SD-000216,Imaginary Play
Animals,O-000728,Active,SD-000276,Model
Answer (Question),O-000729,Active,SD-000350,Questions
Answer Question,O-000730,Active,SD-000344,Question
Answer teacher question,O-000731,Active,SD-000253,Mat time
Antler,O-000732,Active,SD-000371,Receptive
Antler,O-000733,Active,SD-000131,Expressive
Ants go marching,O-000734,Active,SD-000110,Exposure
Ants go marching,O-000735,Active,SD-000237,Intraverbal
Ants go marching,O-000736,Active,SD-000443,Song with imitation
Ants go marching,O-000737,Active,SD-000251,Mand
?p,O-000738,Active,SD-000484,VC - VI
?p,O-000739,Active,SD-000484,VC - VI
app exposure,O-000740,Active,SD-000276,Model
Apple,O-000741,Active,SD-000210,Identical
Apple,O-000742,Active,SD-000286,Non-Identical
Apple,O-000743,Active,SD-000211,Identical
Apple,O-000744,Active,SD-000287,Non-identical
Apple,O-000745,Active,SD-000212,Identical
Apple,O-000746,Active,SD-000288,Non-identical
Apple,O-000747,Active,SD-000135,Expressive
Apple,O-000748,Active,SD-000007,2D Receptive
Apple,O-000749,Active,SD-000011,3D Receptive
apple,O-000750,Active,SD-000266,Matching
apple,O-000751,Active,SD-000154,Expressive
Apple,O-000752,Active,SD-000363,Receptive
Apple,O-000753,Active,SD-000125,Expressive
apple,O-000754,Active,SD-000392,Receptive
Apples and bananas,O-000758,Active,SD-000110,Exposure
Apps,O-000759,Active,SD-000324,Present iPad
Apricots,O-000760,Active,SD-000175,Expressive visual only
Apricots,O-000761,Active,SD-000135,Expressive
April,O-000762,Active,SD-000126,Expressive
April,O-000763,Active,SD-000254,Matching
April,O-000764,Active,SD-000364,Receptive
?q,O-000765,Active,SD-000484,VC - VI
?q,O-000766,Active,SD-000484,VC - VI
Aquarium,O-000767,Active,SD-000381,Receptive
Aquarium,O-000768,Active,SD-000168,Expressive Occupation Location
Aquarium,O-000769,Active,SD-000139,Expressive
Aquarium,O-000770,Active,SD-000400,Receptive Function
Aquarium,O-000771,Active,SD-000165,Expressive Function
Aquarium,O-000772,Active,SD-000117,Exposure
?r,O-000773,Active,SD-000484,VC - VI
are,O-000774,Active,SD-000260,Matching
are,O-000775,Active,SD-000140,Expressive
are,O-000776,Active,SD-000266,Matching
are,O-000777,Active,SD-000154,Expressive
are,O-000778,Active,SD-000382,Receptive
are,O-000779,Active,SD-000392,Receptive
Arm,O-000780,Active,SD-000124,Expressive
Arm,O-000781,Active,SD-000362,Receptive
Arm,O-000782,Active,SD-000371,Receptive
Arm,O-000783,Active,SD-000131,Expressive
Arms out,O-000784,Active,SD-000307,Imitation
Arms Out,O-000785,Active,SD-000352,Rec. Instr.
Arms Up,O-000786,Active,SD-000307,Imitation
Arms Up,O-000787,Active,SD-000352,Rec. Instr.
Around house,O-000788,Active,SD-000325,Present item
Art gallery,O-000789,Active,SD-000381,Receptive
Art gallery,O-000790,Active,SD-000168,Expressive Occupation Location
Art gallery,O-000791,Active,SD-000139,Expressive
Art gallery,O-000792,Active,SD-000400,Receptive Function
Art gallery,O-000793,Active,SD-000165,Expressive Function
Arts and Crafts,O-000794,Active,SD-000023,Activity
as,O-000795,Active,SD-000260,Matching
as,O-000796,Active,SD-000140,Expressive
as,O-000797,Active,SD-000266,Matching
as,O-000798,Active,SD-000154,Expressive
as,O-000799,Active,SD-000382,Receptive
as,O-000800,Active,SD-000392,Receptive
?s,O-000801,Active,SD-000484,VC - VI
?s,O-000802,Active,SD-000484,VC - VI
Ask Question,O-000803,Active,SD-000193,Go Ask
Associate play,O-000804,Active,SD-000076,Engage in activity
Astronaut,O-000805,Active,SD-000078,Exp. function
Astronaut,O-000806,Active,SD-000142,Expressive
Astronaut,O-000807,Active,SD-000414,Reverse exp. function
Astronaut,O-000808,Active,SD-000385,Receptive
Astronaut,O-000809,Active,SD-000094,Exposure
Astronauts,O-000810,Active,SD-000312,Play scenario
at,O-000811,Active,SD-000260,Matching
at,O-000812,Active,SD-000140,Expressive
at,O-000813,Active,SD-000266,Matching
at,O-000814,Active,SD-000154,Expressive
at,O-000815,Active,SD-000382,Receptive
at,O-000816,Active,SD-000392,Receptive
?t,O-000817,Active,SD-000484,VC - VI
?t,O-000818,Active,SD-000484,VC - VI
At Item,O-000819,Active,SD-000317,Point
at table,O-000820,Active,SD-000330,Put it down
Ate,O-000821,Active,SD-000088,Exp. past tense
ate,O-000822,Active,SD-000299,Past
Attribute,O-000823,Active,SD-000039,Category exclusion (expressive)
Attribute,O-000824,Active,SD-000134,Expressive
Attribute,O-000825,Active,SD-000376,Receptive
Attribute,O-000826,Active,SD-000171,Expressive reason
August,O-000827,Active,SD-000126,Expressive
August,O-000828,Active,SD-000254,Matching
August,O-000829,Active,SD-000364,Receptive
Aunty 1,O-000830,Active,SD-000263,Matching
Aunty 1,O-000831,Active,SD-000386,Receptive
Aunty 1,O-000832,Active,SD-000144,Expressive
Aunty 2,O-000833,Active,SD-000263,Matching
Aunty 2,O-000834,Active,SD-000386,Receptive
Aunty 2,O-000835,Active,SD-000144,Expressive
Aunty's house,O-000836,Active,SD-000381,Receptive
Aunty's house,O-000837,Active,SD-000139,Expressive
Aunty's house 2,O-000838,Active,SD-000381,Receptive
Aunty's house 2,O-000839,Active,SD-000139,Expressive
?v,O-000840,Active,SD-000484,VC - VI
?v,O-000841,Active,SD-000484,VC - VI
?x,O-000842,Active,SD-000484,VC - VI
?x,O-000843,Active,SD-000484,VC - VI
ay,O-000844,Active,SD-000424,Say (sound) th points
?y,O-000845,Active,SD-000484,VC - VI
?y,O-000846,Active,SD-000484,VC - VI
?z,O-000847,Active,SD-000484,VC - VI
?z,O-000848,Active,SD-000484,VC - VI
b,O-000849,Active,SD-000445,Sound paired w gesture
B,O-000850,Active,SD-000259,Matching
b,O-000851,Active,SD-000259,Matching
B,O-000852,Active,SD-000380,Receptive
b,O-000853,Active,SD-000380,Receptive
b,O-000854,Active,SD-000424,Say (sound) th points
b,O-000855,Active,SD-000387,Receptive
b,O-000856,Active,SD-000479,Trace
B,O-000857,Active,SD-000479,Trace
b,O-000858,Active,SD-000438,Single sound VI
b,O-000859,Active,SD-000520,Write (no visual)
B,O-000860,Active,SD-000520,Write (no visual)
B,O-000861,Active,SD-000138,Expressive
b,O-000862,Active,SD-000138,Expressive
b,O-000863,Active,SD-000145,Expressive
b,O-000864,Active,SD-000521,Write (with visual)
B,O-000865,Active,SD-000521,Write (with visual)
b words,O-000866,Active,SD-000518,Words - VI
B-I-N-G-O,O-000867,Active,SD-000110,Exposure
b?,O-000868,Active,SD-000065,CV - VI
b?,O-000869,Active,SD-000065,CV - VI
Baa baa black sheep,O-000870,Active,SD-000110,Exposure
Baa baa black sheep,O-000871,Active,SD-000237,Intraverbal
Baa baa black sheep,O-000872,Active,SD-000443,Song with imitation
Baa baa black sheep,O-000873,Active,SD-000251,Mand
baby,O-000874,Active,SD-000266,Matching
baby,O-000875,Active,SD-000154,Expressive
baby,O-000876,Active,SD-000392,Receptive
Back bottom LH w/o  paste,O-000879,Active,SD-000478,Toothbrush to teeth
Back bottom LH with  paste,O-000880,Active,SD-000478,Toothbrush to teeth
Back Bottom RH w/o paste,O-000881,Active,SD-000478,Toothbrush to teeth
Back Bottom RH with paste,O-000882,Active,SD-000478,Toothbrush to teeth
Back bottom teeth w/o paste,O-000883,Active,SD-000037,Brushing teeth
Back bottom teeth with paste,O-000884,Active,SD-000037,Brushing teeth
Back door,O-000885,Active,SD-000239,Item
Back door,O-000886,Active,SD-000249,Location
Back top and bottom teeth w/o  paste,O-000887,Active,SD-000037,Brushing teeth
Back top and bottom teeth with paste,O-000888,Active,SD-000037,Brushing teeth
Back top LH w/o  paste,O-000889,Active,SD-000478,Toothbrush to teeth
Back top LH with paste,O-000890,Active,SD-000478,Toothbrush to teeth
Back top RH w/o paste,O-000891,Active,SD-000478,Toothbrush to teeth
Back top RH with paste,O-000892,Active,SD-000478,Toothbrush to teeth
Back top teeth w/o paste,O-000893,Active,SD-000037,Brushing teeth
Back top teeth with paste,O-000894,Active,SD-000037,Brushing teeth
Back yard,O-000895,Active,SD-000249,Location
Backpack,O-000896,Active,SD-000135,Expressive
Backpack,O-000897,Active,SD-000007,2D Receptive
Backpack,O-000898,Active,SD-000286,Non-Identical
backspace,O-000899,Active,SD-000056,Communication opportunity
Backyard,O-000900,Active,SD-000381,Receptive
Backyard,O-000901,Active,SD-000139,Expressive
Bad,O-000902,Active,SD-000236,Instructional gesture
Bad,O-000903,Active,SD-000334,Q/A
bad,O-000904,Active,SD-000456,Synonym
Bad,O-000905,Active,SD-000379,Receptive
Bag,O-000906,Active,SD-000227,In Vivo
Bag,O-000907,Active,SD-000135,Expressive
Bag,O-000908,Active,SD-000262,Matching
Bag,O-000909,Active,SD-000523,Written Word
Bakery,O-000910,Active,SD-000381,Receptive
Bakery,O-000911,Active,SD-000168,Expressive Occupation Location
Bakery,O-000912,Active,SD-000139,Expressive
Bakery,O-000913,Active,SD-000400,Receptive Function
Bakery,O-000914,Active,SD-000165,Expressive Function
Bakery,O-000915,Active,SD-000117,Exposure
Ball,O-000918,Active,SD-000210,Identical
Ball,O-000919,Active,SD-000286,Non-Identical
Ball,O-000920,Active,SD-000211,Identical
Ball,O-000921,Active,SD-000287,Non-identical
Ball,O-000922,Active,SD-000212,Identical
Ball,O-000923,Active,SD-000288,Non-identical
Ball,O-000924,Active,SD-000135,Expressive
Ball,O-000925,Active,SD-000262,Matching
ball,O-000926,Active,SD-000083,Exp. labels PLQ
Ball,O-000927,Active,SD-000007,2D Receptive
Ball,O-000928,Active,SD-000011,3D Receptive
ball,O-000929,Active,SD-000266,Matching
ball,O-000930,Active,SD-000154,Expressive
Ball,O-000931,Active,SD-000363,Receptive
Ball,O-000932,Active,SD-000125,Expressive
Ball,O-000933,Active,SD-000238,Item
ball,O-000934,Active,SD-000392,Receptive
Ball,O-000935,Active,SD-000523,Written Word
Ball games,O-000937,Active,SD-000323,Co-operative play with therapist
ball in blue shell tub,O-000938,Active,SD-000311,Planned model with toy
Ball in hoop,O-000939,Active,SD-000217,Imitation
Ball in hoop,O-000940,Active,SD-000361,Receptive
Ball play,O-000941,Active,SD-000023,Activity
ball too big,O-000942,Active,SD-000151,Expressive
balloon,O-000943,Active,SD-000266,Matching
balloon,O-000944,Active,SD-000154,Expressive
balloon,O-000945,Active,SD-000392,Receptive
Balloon,O-000946,Active,SD-000523,Written Word
Balloon,O-000947,Active,SD-000135,Expressive
Banana,O-000949,Active,SD-000210,Identical
Banana,O-000950,Active,SD-000286,Non-Identical
Banana,O-000951,Active,SD-000211,Identical
Banana,O-000952,Active,SD-000287,Non-identical
Banana,O-000953,Active,SD-000212,Identical
Banana,O-000954,Active,SD-000288,Non-identical
Banana,O-000955,Active,SD-000135,Expressive
banana,O-000956,Active,SD-000083,Exp. labels PLQ
Banana,O-000957,Active,SD-000007,2D Receptive
Banana,O-000958,Active,SD-000011,3D Receptive
banana,O-000959,Active,SD-000266,Matching
banana,O-000960,Active,SD-000154,Expressive
Banana,O-000961,Active,SD-000363,Receptive
Banana,O-000962,Active,SD-000125,Expressive
banana,O-000963,Active,SD-000392,Receptive
Band/musical instruments,O-000966,Active,SD-000312,Play scenario
Bang (Open palm),O-000967,Active,SD-000307,Imitation
Bang Block,O-000968,Active,SD-000308,Imitation
Bang block,O-000969,Active,SD-000357,Rec. play instr.
Bang drum,O-000970,Active,SD-000356,Rec. play instr.
bang tambourine,O-000971,Active,SD-000311,Planned model with toy
Bank,O-000972,Active,SD-000381,Receptive
Bank,O-000973,Active,SD-000168,Expressive Occupation Location
Bank,O-000974,Active,SD-000139,Expressive
Bank,O-000975,Active,SD-000400,Receptive Function
Bank,O-000976,Active,SD-000165,Expressive Function
Barbie dreamhouse,O-000977,Active,SD-000239,Item
Base + 1,O-000978,Active,SD-000218,Imitation
Base + 1,O-000979,Active,SD-000319,Prebuilt 2D
Base + 1,O-000980,Active,SD-000320,Prebuilt 3D
Base + 1 Behind,O-000981,Active,SD-000218,Imitation
Base + 1 Behind,O-000982,Active,SD-000320,Prebuilt 3D
Base + 1 In Front,O-000983,Active,SD-000218,Imitation
Base + 1 In Front,O-000984,Active,SD-000320,Prebuilt 3D
Base + 1 Next to (LHS),O-000985,Active,SD-000218,Imitation
Base + 1 Next to (LHS),O-000986,Active,SD-000320,Prebuilt 3D
Base + 1 Next to (RHS),O-000987,Active,SD-000218,Imitation
Base + 1 Next to (RHS),O-000988,Active,SD-000320,Prebuilt 3D
Base + 1 On Top,O-000989,Active,SD-000218,Imitation
Base + 1 On Top,O-000990,Active,SD-000320,Prebuilt 3D
